Predicted_Video_ID,BestAnswer,BestAnswer_start,BestAnswer_end,LongAnswer,LongAnswer_start,LongAnswer_end,Related_Video_IDs
101,kubernetes is we're going to start off with the definition to see what official definition is and what it does then we're going to look at the problem solution case study of Cabezas basically why did kubernetes even come around and what problems does it solve we're gonna look at the basic architecture what are the master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism then we going to see some basic concepts and the components of kubernetes which are pots and containers and services,1,38,kubernetes is we're going to start off with the definition to see what official definition is and what it does then we're going to look at the problem solution case study of Cabezas basically why did kubernetes even come around and what problems does it solve we're gonna look at the basic architecture what are the master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism then we going to see some basic concepts and the components of kubernetes which are pots and containers and services,1,38,
101,Cabezas,10,13,Cabezas basically why did kubernetes even come around and what problems does it solve we're gonna look at the basic architecture what are the master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism then we going to see some basic concepts and the components of kubernetes,10,34,
101,Cabezas,10,13,Cabezas basically why did kubernetes even come around and what problems does it solve we're gonna look at the basic architecture what are the master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism then we going to see some basic concepts and the components of kubernetes,10,34,
101,keeps an overview of what's happening in the cluster,322,326,keeps an overview of what's happening in the cluster whether something needs to be repaired,322,329,
101,scheduling containers,337,340,basically responsible for scheduling containers,334,340,203
101,helps you manage applications that are made up of hundreds or maybe thousands of containers,78,89,helps you manage applications that are made up of hundreds or maybe thousands of containers and it helps you manage them in different environments like physical machines virtual machines or cloud environments or even hybrid deployment environments,78,101,
101,physical machines virtual machines or cloud environments or even hybrid,89,98,physical machines virtual machines or cloud environments or even hybrid deployment environments,89,101,
101,the rise of micro services,108,114,the rise of micro services,108,114,103 107
101,managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,136,149,managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,136,149,103
101,the containers actually offer the perfect host for small independent applications like Microsoft a nurse and the micro service technology actually resulted in applications that they're now comprised of hundreds or sometime maybe even thousands of containers now managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,114,149,because the containers actually offer the perfect host for small independent applications like Microsoft a nurse and the micro service technology actually resulted in applications that they're now comprised of hundreds or sometime maybe even thousands of containers now managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,114,149,
101,managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,136,149,managing those loads of containers across multiple environments using scripts and self-made tools can be really complex and sometimes even impossible,136,149,
101,high availability,160,166,one is high availability in simple words high availability means that the application has no downtime so it's always accessible by the users,160,174,
101,master nodes and the slave nodes,22,24,master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism,22,29,202
101,master nodes and the slave nodes,22,24,master nodes and the slave nodes and what are the kubernetes processes that actually make up the platform mechanism,22,29,
101,master nodes and the slave nodes,22,24,what are the master nodes and the slave nodes,19,24,
101,open source container orchestration framework,62,67,open source container orchestration framework which was originally developed by google,62,70,
101,one of such processes is an API server which also is a container,290,297,one of such processes is an API server which also is a container,290,297,103 402 401
101,key value storage,366,369,key value storage which basically holds at any time the current state of the kubernetes cluster so it has all the configuration data inside,366,377,205 206 107
101,container orchestration technologies,213,217,some kind of mechanism to pick up the data and to restore it to the latest state so that application doesn't actually lose any data and the containerized application can run from the latest stayed after the recovery and all of these are functionalities that container orchestration technologies,197,217,
101,hybrid deployment environments,95,101,virtual machines or cloud environments or even hybrid deployment environments,93,101,
101,the smallest unit that you as a kubernetes user will configure and interact with,493,503,the smallest unit that you as a kubernetes user will configure and interact with in pod is basically a wrapper of a container,493,507,
101,internal IP addresses,569,573,we using that internal IP addresses,567,573,
101,internal IP addresses,569,573,we using that internal IP addresses,567,573,
101,it assigns each pod its own IP address,555,562,virtual network dispense the kubernetes cluster so what that does is that it assigns each pod its own IP address,549,562,207
101,a load balancer,687,691,an IP address so it's a permanent IP address which you can use to communicate with between the pods and at the same time it is a load balancer,679,691,107
102,a collection of instructions data or computer programs that are used to run machines and carry out particular activities,59,68,software is a collection of instructions data or computer programs that are used to run machines and carry out particular activities,59,68,
102,software,75,77,the sdlc life cycle and the phases then we'll see what models can be used for sdlc and lastly a conclusion now let's see our first agenda that is what is meant by software software is a collection of instructions data or computer programs that are used to run machines and carry out particular activities it is the antithesis of hardware which refers to a computer external components a device's running programs scripts and applications are collectively referred to as software,45,77,
102,it is impossible to detect the entry and exit criteria for a stage without a software lifecycle model,142,149,it is impossible to detect the entry and exit criteria for a stage without a software lifecycle model it becomes difficult for software project managers to keep track of the project's development without software lifecycle models,142,159,
102,the sdlc life cycle and the phases,45,50,we will discuss the sdlc life cycle and the phases,43,50,
102,sdlc life cycle and the phases,45,50,we will discuss the sdlc life cycle and the phases,43,50,105
102,stage four,300,303,stage 3 is creating or designing the software the knowledge of the software project's needs analysis and design will all be revealed in the upcoming phase this phase is the result of the previous two such as requirement analysis and client input stage four,283,303,
102,the srs document,274,277,the srs document which contains all the product requirements,274,279,
102,creating or designing the software the knowledge of the software project's needs analysis and design will all be revealed in the upcoming phase this phase is the result of the previous two such as requirement analysis and client input stage four is project development,283,303,stage 3 is creating or designing the software the knowledge of the software project's needs analysis and design will all be revealed in the upcoming phase this phase is the result of the previous two such as requirement analysis and client input stage four is project development,283,303,
102,project development the actual development phase of the sdlc starts here and programming is created coding,300,310,requirement analysis this is done by using the srs document which contains all the product requirements that must be created and developed during the project life cycle stage 3 is creating or designing the software the knowledge of the software project's needs analysis and design will all be revealed in the upcoming phase this phase is the result of the previous two such as requirement analysis and client input stage four is project development the actual development phase of the sdlc starts here and programming is created coding,272,310,105
102,we will see what is meant by software,34,39,firstly we will see what is meant by software,34,39,
102,project development,300,303,stage 3 is creating or designing the software the knowledge of the software project's needs analysis and design will all be revealed in the upcoming phase this phase is the result of the previous two such as requirement analysis and client input stage four is project development,283,303,
102,seven,380,382,namely there are seven,380,382,
102,there are seven and first one is waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,380,393,there are seven and first one is waterfall model then we have v-shaped prototype spiral iterative incremental big bang and lastly the agile model,380,393,
102,flaws,751,753,advantages and disadvantages for advantages because flaws,748,753,
102,requires a lot of time and cannot be utilized for projects with a short lifespan because a new phase cannot be started until the current phase is finished,500,511,requires a lot of time and cannot be utilized for projects with a short lifespan because a new phase cannot be started until the current phase is finished,500,511,
102,in the customer's environment,651,655,in the customer's environment,651,655,103
102,acceptability testing,341,343,stage 5 is called testing following the generation of the code it is compared to the requirements to ensure that the solutions are satisfying the demands identified and acquired during the requirement stage unit testing integration testing system testing and acceptability testing,326,343,103
102,has no established process,1029,1034,has no established process input and output consists of money and labor and the result is a developed good that may or may not be what the client requires,1029,1041,202
102,it is an extremely basic model,1067,1069,it is an extremely basic model there is less need for scheduling and planning,1067,1071,
103,the guest OS for each container has been eliminated,61,67,docker side what you'll see as a big difference is that the guest OS for each container has been eliminated,56,67,
103,the guest OS for each container has been eliminated,61,67,the guest OS for each container has been eliminated docker is inherently more lightweight but provides the same functionality as a virtual machine so let's step through some of the pros and cons of a virtual machine versus docker so first of all a virtual machine occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,61,91,
103,docker occupies significantly less memory space,85,91,docker occupies significantly less memory space the boot up time between both is very different docker just boots up faster the performance of the docker environment is actually better and more consistent than the virtual machine docker is also very easy to set up and very easy to scale the efficiencies,85,113,
103,docker occupies significantly less memory space,85,91,provides the same functionality as a virtual machine so let's step through some of the pros and cons of a virtual machine versus docker so first of all a virtual machine occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,67,91,
103,occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,80,91,let's step through some of the pros and cons of a virtual machine versus docker so first of all a virtual machine occupies a lot more memory space on the host machine in contrast docker occupies significantly less memory space,73,91,
103,a collaboration between the development team the operation team allowing you to continuously deliver solutions and applications and services that both delight and improve the efficiency of your customers,170,183,a collaboration between the development team the operation team allowing you to continuously deliver solutions and applications and services that both delight and improve the efficiency of your customers,170,183,102
103,GIT and Jira,220,222,we use tools like GIT and Jira,218,222,102
103,GIT and Jira,220,222,GIT and Jira for building,220,225,102
103,mavin,222,225,we use Gradle and mavin,222,225,102 107
103,nagios,238,242,nagios is used to monitor,238,242,107
103,the base engine,385,389,the base engine which actually is installed on the host machine that has all the different components that run your docker environment and if we look at the image on the left-hand side of the screen you'll see that docker has a client-server relationship there is a client installed on the hardware there is a client that contains the docker product,385,409,
103,free up space,374,376,create a new application in this instance a fourth application that uses its own resources you know what with these kinds of abilities to be able to free up space,364,376,
103,a software package that consists of all the dependencies required to run the application,259,265,a software package that consists of all the dependencies required to run the application,259,265,
103,the docker clients server,477,481,the dock a server then we'll check out the requests and the interaction necessary for it to be the docker daemon which runs on the server itself will then check out the interaction and the necessary operating system pieces needed to be able to run the container okay so that's just an overview of the docker engine which is probably where you're going to spend most of your time but there are some other components that form the infrastructure for docker let's dig into those a little bit deeper as well so what we're going to do now is break out the four main components that comprise of the docker environment the four components are as follows,437,479,
103,docker clients server,479,481,docker daemon which runs on the server itself will then check out the interaction and the necessary operating system pieces needed to be able to run the container okay so that's just an overview of the docker engine which is probably where you're going to spend most of your time but there are some other components that form the infrastructure for docker let's dig into those a little bit deeper as well so what we're going to do now is break out the four main components that comprise of the docker environment,445,477,
103,using a file called the docker file,547,551,using a file called the docker file,547,551,
103,using a file called the docker file,547,551,using a file called the docker file,547,551,
103,a software package,259,261,a software package that consists of all the dependencies required to run the application,259,265,
103,the docker client is accessed from your terminal window,511,515,the docker client is accessed from your terminal window,511,515,
103,from your terminal window,513,515,dagger registry so if we look at the structure that we have here on the left-hand side you see the relationship between the docker client and the darkest server and then we have the rest api in between now if we start digging into that rest api particularly the relationship with the daka daemon on the server we actually have our other elements that form the different components of the docker ecosystem so the docker client is accessed from your terminal window,484,515,
104,system or well-known ports.,323,330,"system or well-known ports.  These are common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151 are called user or registered ports.",323,348,
104,user or registered ports.,342,348,"system or well-known ports.  These are common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151 are called user or registered ports.",323,348,
104,common portsthat most people use every day.,323,330,"common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151 are called user or registered ports.",323,348,
104,0 - 1023,314,323,"0 - 1023 are called system or well-known ports.  These are common portsthat most people use every day.  And I've mentioned a few of these ports already, such as port 80, 443, 25, and 21. Port numbers from 1024 - 49151",314,342,
104,port 80 and 443,34,42,0 - 65535. For example some common ports are port 80 and 443,27,42,
104,HTTP,103,111,80. Port 80 is associated with HTTP,103,111,
104,a command line tool that is used to display the current network connections and port activity on your computer.,187,199,network statistics and it's a command line tool that is used to display the current network connections and port activity on your computer.,187,199,
104,So at a command prompt you type in netstat and then we're going to also use a -n sub command so we can see the actual port number,199,218,So at a command prompt you type in netstat and then we're going to also use a -n sub command so we can see the actual port number and then we'll press 'enter'.,199,218,
104,"we're using FTP, our computer will add port 21 to the IP address.",271,285,"Google's server sees the incoming request with port number 21, it'll forward that request to its built-in FTP service.",278,293,402
104,Port number 21,34,42,Port number 21 is used for FTP.,34,50,
104,21,34,42,21 is used for FTP.,34,50,
104,Port numbers from 1024 - 49151,330,342,Port numbers from 1024 - 49151 are called user or registered ports.,330,348,
105,legal ramifications to the business loss of company secrets leakage of information,52,58,legal ramifications to the business loss of company secrets leakage of information,52,58,406
105,a process a design and architecture created to protect networks and devices from attacks damage or unauthorized access,111,122,why cyber security is necessary in today's world how does it work who is a cyber security expert what are the skills required and of course what the courses and certifications required from an individual to be called a cyber security expert so let's begin with the first one what is cyber security cyber security by itself is a process a design and architecture created to protect networks and devices from attacks damage or unauthorized access,92,122,
105,the confidentiality integrity and availability triad,211,215,the confidentiality integrity and availability triad,211,215,
105,any criminal activity or any unauthorized activity that would involve the usage of any computing device,335,342,any criminal activity or any unauthorized activity that would involve the usage of any computing device which would result as a security incident at the victim's end,335,346,
105,individuals with extraordinary competing skills resorting to malicious or destructive activities,695,701,individuals with extraordinary competing skills resorting to malicious or destructive activities these are your criminal hackers who try to profit from their crimes,695,705,206
105,individuals who work both offensively and defensively,709,714,the grey hats are individuals who work both offensively and defensively,709,714,
105,security analyst,724,725,work both offensively and defensively what does that mean they could work as black hat hackers with malicious intent and try to harm some organization while on the other hand they would also try to work as a security analyst,709,725,206
105,suicide hackers,760,763,individuals with extraordinary competing skills resorting to malicious or destructive activities these are your criminal hackers who try to profit from their crimes and they will have a malicious intent in trying to hack a victim organization the grey hats are individuals who work both offensively and defensively what does that mean they could work as black hat hackers with malicious intent and try to harm some organization while on the other hand they would also try to work as a security analyst and try to enhance the security posture of an organization for a remuneration third one which is white hat which is what we want to be or what we want to achieve ourselves as an individual who professes the same skills as a black hat hacker probably uses the same tools has the same kind of knowledge but the intent is different they're going to use them for defensive purposes uh there's no malicious intent they act with author authorization from the organization and they will try to detect any flaws and try to plug out those flaws so that black hat hackers would not be able to misuse those flaws to gain access suicide hackers,695,763,206
105,they're going to use them for defensive purposes,742,746,they're going to use them for defensive purposes uh there's no malicious intent they act with author authorization from the organization and they will try to detect any flaws and try to plug out those flaws so that black hat hackers would not be able to misuse those flaws to gain access suicide hackers,742,763,206
105,denial of service attack,911,913,a denial of service attack,911,913,
107,amazon web services aws is a cloud computing service provided by amazon it provides a mix of infrastructure as a service is platform as a service pass and package software as a service called sas offerings microsoft azure formerly known as windows assure,799,817,amazon web services aws is a cloud computing service provided by amazon it provides a mix of infrastructure as a service is platform as a service pass and package software as a service called sas offerings microsoft azure formerly known as windows assure is a cloud computing service by microsoft,799,820,105
105,it sends the packet to the dns server,1576,1579,it sends the packet to the dns server and in the dns server it queries where google.com is located it is given the corresponding ip address because of which the packet then goes to the relevant server,1576,1590,107
105,virus or a trojan,511,515,virus or a trojan these will start executing themselves and start infecting machines and start basically behaving the way they have been programmed to behave in this scenario a lot of users started reporting that their machine started crashing or the systems hanged now the security team scanned all the systems and blocked facebook and skype on all machines until further orders now this is a preventive mechanism where you're going to prevent possible attacks of future attacks,511,538,
105,cryptography,1020,1022,sql injection attacks where again attackers will target your database try to send in malicious queries which will compromise your database and the data within birthday attacks it is based uh on cryptography,1007,1022,
105,2007,1110,1114,in 2001 cyber criminals launched attacks against ebay yahoo cnn amazon and other organizations 2007,1103,1114,
105,at least a million dollars being stolen in three months from 250 accounts,1116,1123,they recorded at least a million dollars being stolen in three months from 250 accounts,1116,1123,
105,robert morris,1148,1154,robert morris uh he's an american computer scientist and entrepreneur he's best known for creating what is called the morris worm and this was way back in 1988 and this is the first computer worm that has been identified on the internet kevin lee or kevin lee polson,1148,1170,107 202 103
105,david smith david smith,1202,1205,david smith david smith he,1202,1207,107 103
105,trojan,513,515,a virus or a trojan,511,515,
401,a process of verifying who you are for,289,295,a process of verifying who you are for this server uses a username and a password,289,296,105
105,will be scanning the connections that you are making,1426,1429,will be scanning the connections that you are making the websites that you will be visiting the files that are getting executed in the background and ensure that everything that is happening is legit,1426,1436,106
105,who is a cyber security expert,96,101,why cyber security is necessary in today's world how does it work who is a cyber security expert,92,101,
105,to identify potential flaws identify,1625,1629,this person is responsible to identify potential flaws identify,1621,1629,206
106,variables that store single simple values,90,94,primitive data types are exactly what they sound like variables that store single simple values,86,94,405
106,the byte int float double boolean and char,94,102,examples of such primitive types are the byte int float double boolean and char,94,102,204 405
106,only act to store a single piece of data of a certain kind,102,108,only act to store a single piece of data of a certain kind and for a while when programming was still developing this was just fine,102,114,203
106,structures allow the programmer to store data of different types together,246,251,structures allow the programmer to store data of different types together for instance whereas an array would allow you to store only int or only strings using a structure you could store int and strings together along with other data types a structure can even store other structures within it,246,266,207
106,structures allow the programmer to store data of different types together,246,251,structures vary from arrays in that structures allow the programmer to store data of different types together,244,251,
106,night object,412,414,night object you initialize its attributes or its variables and its methods or its functions to contain information specific to that night,412,423,
106,a template for an object,327,331,a class is basically a template for an object,327,331,
106,four main principles,12,16,its four main principles,12,16,
106,four main principles,12,16,four main principles this course will assume that you have some knowledge of programming before hopping in if that's not the case i would suggest checking out our introduction to programming video,12,27,
106,encapsulation abstraction inheritance and polymorphism,449,458,encapsulation abstraction inheritance and polymorphism this next section is going to be focusing on the first of the four main principles of object-oriented programming encapsulation encapsulation,449,470,
106,bundling data,467,470,bundling data along with methods that can operate on that data within a class essentially it is the idea of hiding data within a class that anything outside that class cannot directly interact with,467,483,404 401
106,the idea of only showing essential details and hiding everything else,776,782,abstraction refers to the idea of only showing essential details and hiding everything else,776,782,
106,the principle that allows you to derive classes from other classes,1079,1084,the principle that allows you to derive classes from other classes classes can inherit certain methods and attributes from another class,1079,1090,
106,superclasses subclasses or anywhere else in the program,1263,1269,superclasses subclasses or anywhere else in the program this is very useful when you need to have access from a wide variety of places in your program to better understand this modifier,1263,1279,
106,superclasses subclasses or anywhere else in the program,1263,1269,superclasses subclasses or anywhere else in the program this is very useful when you need to have access from a wide variety of places in your program to better understand this modifier,1263,1279,
106,superclasses subclasses or anywhere else in the program,1263,1269,superclasses subclasses or anywhere else in the program this is very useful when you need to have access from a wide variety of places in your program to better understand this modifier,1263,1279,
107,we use less and pay less and we use more and we pay less per unit,124,129,pay as you go type meaning we use less and pay less and we use more and we pay less per unit,121,129,
107,based on deployment models,481,485,based on deployment models and as we know now about the public cloud public cloud is an cloud infrastructure that's made available to the general public over the internet and it is owned by the cloud provider,481,496,
105,standardized manner,1794,1796,implement them in a standardized manner,1792,1796,107
107,flexibility,212,215,the on-premises environment lacks the flexibility,210,215,401 105
107,flexibility,212,215,flexibility needed today,212,217,105 401
107,flexibility,212,215,flexibility needed today,212,217,105 401
107,deployment models,481,485,cloud based on deployment models,481,485,
107,infrastructure as a service,552,554,infrastructure as a service iaas or platform as a service paas or software as a service saas,552,561,
107,based on two wide categories,381,385,based on two wide categories one being a deployment model and the other one being service model,381,389,
107,based on two wide categories,381,385,based on two wide categories one being a deployment model and the other one being service model,381,389,
107,deployment model and the other one being service model,385,389,two wide categories one being a deployment model and the other one being service model,382,389,
107,public and then private and then hybrid cloud,394,398,public and then private and then hybrid cloud in other words public cloud private cloud and hybrid cloud,394,401,102
107,public and then private and then hybrid cloud,394,398,public and then private and then hybrid cloud in other words public cloud private cloud and hybrid cloud,394,401,104 102
107,public and then private and then hybrid cloud,394,398,two wide categories one being a deployment model and the other one being service model let's talk about the deployment model first deployment model is categorized into three types first one is public and then private and then hybrid cloud,382,398,
107,public and then private and then hybrid cloud,394,398,public and then private and then hybrid cloud in other words public cloud private cloud and hybrid cloud,394,401,
107,aws microsoft azure ibm's blue cloud and sun cloud and private cloud,496,505,some of the major players as cloud providers are aws microsoft azure ibm's blue cloud and sun cloud and private cloud,494,505,
107,aws microsoft azure ibm's blue cloud and sun cloud and private cloud,496,505,aws microsoft azure ibm's blue cloud and sun cloud and private cloud,496,505,
107,two wide categories,382,385,two wide categories one being a deployment model and the other one being service model,382,389,
107,a web service that provides a secure and resizable compute capacity in the cloud,1188,1196,aws ec2 is a web service that provides a secure and resizable compute capacity in the cloud,1188,1196,204
107,secure and resizable compute capacity in the cloud,1191,1196,secure and resizable compute capacity in the cloud and ec2 it can also be used to launch as many virtual servers as we need and about s3 he explains aws s3 is a simple storage service,1191,1209,204
107,we can store and retrieve any amount of data at any time on the web,1211,1217,using amazon s3 we can store and retrieve any amount of data at any time on the web,1209,1217,204
107,a simple storage service provided by aws,1202,1209,a simple storage service provided by aws,1202,1209,204
107,a simple storage service provided by aws,1202,1209,a simple storage service provided by aws,1202,1209,
107,google cloud platform,871,873,google cloud platform on the other hand is offered by google,871,876,
201,an automated information filtering system,79,83,an automated information filtering system to filter some entities,79,85,
201,recommendation system,74,76,recommender system in today's digital world where people spend most of their time watching netflix or amazon prime the recommendation system,66,76,103 203
201,machine learning and ai algorithm,83,88,recommender system is nothing fancy but an automated information filtering system to filter some entities composed of machine learning and ai algorithm,76,88,
201,machine learning,83,88,recommendation system is the most potent marketing tool a recommender system is nothing fancy but an automated information filtering system to filter some entities composed of machine learning,74,88,
201,to find your favorite one or on youtube to find which song you like the most,185,192,why the recommender system is built without any further ado let's see why this is important imagine what if you are left on netflix between tons of movies to find your favorite one or on youtube to find which song you like the most,175,192,
201,helps save valuable time and showcases what interests the user,249,255,the recommender system helps save valuable time and showcases what interests the user,247,255,
201,it helps to understand better what the user wants and might want in the near future,255,262,it helps to understand better what the user wants and might want in the near future,255,262,
201,recommendation system,173,175,recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system,149,175,
201,recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important,173,182,recommendation engine is not new it is something you are already familiar with excited to know do you watch movies on netflix or spend time shopping on amazon or follow the recommendation made by youtube for music if yes you are already supporting the recommendation system in many aspects unknowingly which enhances your online experience now when you have understood recommendation system it is important to understand why the recommender system is built without any further ado let's see why this is important,149,182,
105,virus or a trojan,511,515,maybe the content could be a virus or a trojan,511,515,101 406 201
201,recommendation system automatically directs the user to the product,116,120,recommendation system automatically directs the user to the product,116,120,
201,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,watch time videos that have a lot of watch time then engagement and finally topic relevance,375,383,
201,collaborative filtering,448,450,collaborative filtering is a type of recommendation engine which majorly focuses on understanding and analyzing the customer's behavior preferences or activities to suggest reliable product or services you're a large part of information is collected depending on a customer preference to see what the customer might like amazon is one of the biggest examples of collaborative filtering,448,474,
201,a type of recommendation engine,448,452,a type of recommendation engine which majorly focuses on understanding and analyzing the customer's behavior preferences or activities to suggest reliable product or services,448,462,
201,amazon,469,471,amazon is,469,471,
201,non-probabilistic algorithm user based nearest neighbor item-based nearest neighbor reducing dimensionality,478,488,techniques involved in collaborative filtering non-probabilistic algorithm user based nearest neighbor item-based nearest neighbor reducing dimensionality,477,488,
201,if you like a particular product you will like the similar products too,497,504,deals with the idea of if you like a particular product you will like the similar products too,497,504,102
201,machine learning algorithm,502,506,the machine learning algorithm,502,506,
201,recommendation engine,543,545,recommendation algorithm so it's really big level for netflix in a world where there are so many cultures and people with different tastes it's hard to please everyone at the right time with the right content and that's where recommendation engine,532,545,
201,three,658,661,if you see something that you like and something pops up that matches your preferences understand the recommendation engine is working at its best and throwing some great results,646,656,
201,collaborative user-based and hybrid approach,717,722,collaborative user-based and hybrid approach let's discuss each of these collaborative filtering,717,727,
202,deep learning,853,855,deep learning structures algorithms in layers to create artificial neural network that can learn and make Intelligent Decisions on their own finally deep learning,843,855,
202,replicating the behavior and nature with AI it is possible for machine to learn from the experience.,104,114,replicating the behavior and nature with AI it is possible for machine to learn from the experience.,104,114,
202,Artificial intelligence can be trained to accomplish specific tasks by processing large amount of data and recognizing pattern in them.,119,127,"40 percent in 2016 and 51 percent in 2017. Just for your understanding what does AI well, it's nothing but a technique that enables the machine to act like humans by replicating the behavior and nature with AI it is possible for machine to learn from the experience. The machines are just the responses based on new input there by performing human-like tasks. Artificial intelligence can be trained to accomplish specific tasks by processing large amount of data and recognizing pattern in them.",94,127,101
202,70%,90,93,70% of Enterprise will Implement ai over the next 12 months which is up from 40 percent,90,99,203
202,a technique that enables the machine to act like humans,103,108,a technique that enables the machine to act like humans by replicating the behavior and nature,103,111,
202,Apple series,166,170,our Apple series just playing computer Tesla self-driving car,166,170,105
202,how to design operation model of the brain.,213,215,Statistics. The problem was how to efficiently train large complex model in the field of computer science and artificial intelligence. The problem was how to train more robust version of AI system while in the case of Neuroscience problem faced by the researchers was how to design operation model of the brain.,195,215,
202,machine learning and deep learning,30,36,"Machine Learning vs Deep Learning. These are the term which have confused a lot of people and if you too are one among them, let me resolve it for you. Well artificial intelligence is a broader umbrella under which machine learning and deep learning come you can also see in the diagram that even deep learning is a subset of machine learning so you can say that all three of them the AI the machine learning and deep learning",9,36,
202,what exactly is machine learning.,234,236,"what it is and white pros of an introduced. Well Machine learning came into existence in the late 80s and the early 90s, but what were the issues with the people which made the machine learning come into existence? Let us discuss them one by one in the field of Statistics. The problem was how to efficiently train large complex model in the field of computer science and artificial intelligence. The problem was how to train more robust version of AI system while in the case of Neuroscience problem faced by the researchers was how to design operation model of the brain. So these are some of the issues which had the largest influence and led to the existence of the machine learning. Now this machine learning shifted its focus from the symbolic approaches. It had inherited from the AI and move towards the methods and model. It had borrowed from statistics and probability Theory. So let's proceed and see what exactly is machine learning.",180,236,
102,high quality end product for disadvantages for ongoing projects a v-shaped model is not recommended later requirement changes would be prohibitively expensive now we'll talk about prototype model the prototype model is a model in which the software prototype is created first comparing prototype models to the actual software reveals that they perform poorly and have limited functional capabilities prototypes are built with dummy functionalities,671,702,straightforward and simple model smaller projects with stated requirements that freeze in the early stages benefit from the v-model approach it is a disciplined approach that yields a high quality end product for disadvantages for ongoing projects a v-shaped model is not recommended later requirement changes would be prohibitively expensive now we'll talk about prototype model the prototype model is a model in which the software prototype is created first comparing prototype models to the actual software reveals that they perform poorly and have limited functional capabilities prototypes are built with dummy functionalities,660,702,
203,very rich,46,49,makes them very rich,46,49,202 106
202,machine learning more specifically. It is the next evolution of machine learning.,492,498,machine learning and deep learning the easiest way to understand the difference between the machine learning and deep learning is to know that deep learning is machine learning more specifically. It is the next evolution of machine learning.,484,498,
202,"huge amount of data that we feed to these algorithms the concept of deep learning is not new, but recently it's hype as increase and deep learning is getting more attention. This field is a particular kind of machine learning",334,348,"huge amount of data that we feed to these algorithms the concept of deep learning is not new, but recently it's hype as increase and deep learning is getting more attention. This field is a particular kind of machine learning",334,348,
202,functionality of our brain cells called neurons,349,351,the functionality of our brain cells called neurons,349,351,
202,"no one actually knows what happens inside a neural network and why it works so well,",375,380,"allowing a system to learn complex function mapping without depending on any specific algorithm. You know, what no one actually knows what happens inside a neural network and why it works so well,",368,380,401 207 405
202,because the requirement of deep learning algorithm include gpus,542,546,This is because the requirement of deep learning algorithm include gpus,542,546,
202,"they do a large amount of matrix multiplication operations,",551,554,"they do a large amount of matrix multiplication operations,",551,554,
